Parameter,Parameter Code,Method Code (no format),Method Code,Recording Mode,Collection Description,Analysis Description,Method Type,Reference Method ID,Equivalent Method,Federal MDL,Min Value,Max Value,Digits,Round Truncate Indicator,Units
Cyclopentane,43242,232,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dibromochloromethane,43832,51,051,Intermittent,PERSONAL-PUMPS,TENAX DESORPTION GC/MS,,,,1,-1,,0,R,Parts per billion Carbon
Dibromochloromethane,43832,101,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.001,-0.001,,2,R,Parts per billion Carbon
Dibromochloromethane,43832,103,103,Intermittent,TENAX/SPHEROCARB-SORBENT-TRAP,HEAT DESORPTION GC-HECD,,,,0.11,-0.11,,1,R,Parts per billion Carbon
Dibromochloromethane,43832,105,105,Intermittent,CHARCOAL-TUBE-PERSONAL-PUMP,CARBON DISULFIDE DESORPTION GC-ECD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Dibromochloromethane,43832,106,106,Intermittent,CHARCOAL-TUBE-PERSONAL-PUMP,CARBON DISULFIDE DESORPTION GC-FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Dibromochloromethane,43832,110,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dibromochloromethane,43832,112,112,Intermittent,CHARCOAL-TUBE-PERSONAL-PUMP,HEAT DESORPTION GC-HALL,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Dibromochloromethane,43832,113,113,Intermittent,SS-Canister_Pressurized,Capillary GC ITD Mass Spectro,,,,0.01,-0.01,,2,R,Parts per billion Carbon
Dibromochloromethane,43832,116,116,Intermittent,Mixed Sorbent Cartridge,GC/MS,,,,29.4,-29.4,,1,R,Parts per billion Carbon
Dibromochloromethane,43832,127,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
Dibromochloromethane,43832,129,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.01,-0.01,,2,R,Parts per billion Carbon
Dibromochloromethane,43832,145,145,Intermittent,"6 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dibromochloromethane,43832,149,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.001,-0.001,,2,R,Parts per billion Carbon
Dibromochloromethane,43832,150,150,Intermittent,SS 6L - PRESSURIZED CANISTER,CRYOGENIC PRECON:GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Dibromochloromethane,43832,153,153,Intermittent,Pressurized Canister,GC with Multiple Detectors,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dibromochloromethane,43832,176,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.08,-0.08,,2,R,Parts per billion Carbon
Dibromochloromethane,43832,211,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,0.11,-0.11,,2,R,Parts per billion Carbon
Dibromochloromethane,43832,221,221,Continuous,Preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dibromochloromethane,43832,222,222,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dibromochloromethane,43832,223,223,Continuous,preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dibromochloromethane,43832,224,224,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dibromochloromethane,43832,225,225,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dibromochloromethane,43832,226,226,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dibromochloromethane,43832,227,227,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dibromochloromethane,43832,228,228,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dibromochloromethane,43832,229,229,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID – individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dibromochloromethane,43832,230,230,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dibromochloromethane,43832,231,231,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dibromochloromethane,43832,232,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,91,091,Intermittent,HI-VOL,GC/MS,,,,0.001,-0.001,,3,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,101,101,Intermittent,Canister Subambient Pressure,Multi Detector GC,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,105,105,Intermittent,CHARCOAL-TUBE-PERSONAL-PUMP,CARBON DISULFIDE DESORPTION GC-ECD,,,,0.02,-0.02,,1,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,106,106,Intermittent,CHARCOAL-TUBE-PERSONAL-PUMP,CARBON DISULFIDE DESORPTION GC-FID,,,,0.2,-0.2,,1,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,110,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,113,113,Intermittent,SS-CANISTER-PRESSURIZED,CAPILLARY GC ITD MASS SPECTRO,,,,0.02,-0.02,,2,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,116,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.32,-0.32,,3,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,121,121,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/ELECTRON;GC ECD,,,,0.01,-0.01,,2,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,126,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,127,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,129,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.01,-0.01,,2,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,145,145,Intermittent,"6 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,149,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,150,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,172,172,Intermittent,6L Pressurized Canister,Precon HP GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,175,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,176,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.06,-0.06,,2,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,210,210,Intermittent,SS 6L Pressurized Canister,Cryogenic Precon GC/MS,,,,0.02,-0.02,,3,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,211,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,221,221,Continuous,Preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,222,222,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,223,223,Continuous,preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,224,224,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,225,225,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,226,226,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,227,227,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,228,228,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,229,229,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID – individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,230,230,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,231,231,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichlorodifluoromethane,43823,232,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichloromethane,43802,51,051,Intermittent,PERSONAL-PUMPS,TENAX DESORPTION GC/MS,,,,115,-115,,0,R,Parts per billion Carbon
Dichloromethane,43802,101,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dichloromethane,43802,103,103,Intermittent,TENAX/SPHEROCARB-SORBENT-TRAP,HEAT DESORPTION GC-HECD,,,,0.01,-0.01,,1,R,Parts per billion Carbon
Dichloromethane,43802,106,106,Intermittent,CHARCOAL-TUBE-PERSONAL-PUMP,CARBON DISULFIDE DESORPTION GC-FID,,,,0.3,-0.3,,1,R,Parts per billion Carbon
Dichloromethane,43802,107,107,Intermittent,TEDLAR-BAG-24-HR-SAMPLE,GC - ELECTRON CAPTURE DETECTOR,,,,1,-1,,3,R,Parts per billion Carbon
Dichloromethane,43802,109,109,Intermittent,SS-CANISTER-SUBAMBIENT-PRESURE,GAS CHROMATOGRAPH MASS SELECTIV DET,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dichloromethane,43802,110,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.2,-0.2,,1,R,Parts per billion Carbon
Dichloromethane,43802,112,112,Intermittent,CHARCOAL-TUBE-PERSONAL-PUMP,HEAT DESORPTION GC-HALL,,,,0.3,-0.3,,1,R,Parts per billion Carbon
Dichloromethane,43802,113,113,Intermittent,SS-CANISTER-PRESSURIZED,CAPILLARY GC ITD MASS SPECTRO,,,,0.01,-0.01,,2,R,Parts per billion Carbon
Dichloromethane,43802,116,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.2,-0.2,,3,R,Parts per billion Carbon
Dichloromethane,43802,117,117,Intermittent,TENAX SORBENT CARTRIDGE,GC/MS,,,,0.4,-0.4,,2,R,Parts per billion Carbon
Dichloromethane,43802,118,118,Intermittent,TENAX SORBENT CARTRIDGE,GC-FID/ECD,,,,0.01,-0.01,,3,R,Parts per billion Carbon
Dichloromethane,43802,119,119,Intermittent,PERSONAL PUMP MOLECULAR SIEVE,GC/MS,,,,0.01,-0.01,,2,R,Parts per billion Carbon
Dichloromethane,43802,126,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.033,-0.033,,2,R,Parts per billion Carbon
Dichloromethane,43802,127,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
Dichloromethane,43802,129,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.01,-0.01,,2,R,Parts per billion Carbon
Dichloromethane,43802,136,136,Continuous,Instrumental,ENTECH 2000 W/MS/FID,,,,0.08,-0.08,,2,R,Parts per billion Carbon
Dichloromethane,43802,145,145,Intermittent,"6 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dichloromethane,43802,146,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Dichloromethane,43802,147,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.4,-0.4,,2,R,Parts per billion Carbon
Dichloromethane,43802,148,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Dichloromethane,43802,149,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Dichloromethane,43802,150,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Dichloromethane,43802,151,151,Intermittent,6L PRESSURIZED CANISTER,CAPILLARY GC-ECD/PID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dichloromethane,43802,153,153,Intermittent,Pressurized Canister,GC with Multiple Detectors,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dichloromethane,43802,168,168,Intermittent,6L PRESSURIZED CANISTER,PACKED COLUMN GC - ECD/PID,,,,1,-1,,2,R,Parts per billion Carbon
Dichloromethane,43802,169,169,Intermittent,TEDLAR BAG,PACKED COLUMN GC - ECD/PID,,,,1,-1,,2,R,Parts per billion Carbon
Dichloromethane,43802,171,171,Intermittent,6L Pressurized Canister,Precon Saturn GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dichloromethane,43802,172,172,Intermittent,6L Pressurized Canister,Precon HP GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dichloromethane,43802,175,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Dichloromethane,43802,176,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.08,-0.08,,2,R,Parts per billion Carbon
Dichloromethane,43802,210,210,Intermittent,SS 6L Pressurized Canister,Cryogenic Precon GC/MS,,,,0.02,-0.02,,3,R,Parts per billion Carbon
Dichloromethane,43802,211,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,0.07,-0.07,,2,R,Parts per billion Carbon
Dichloromethane,43802,221,221,Continuous,Preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichloromethane,43802,222,222,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichloromethane,43802,223,223,Continuous,preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichloromethane,43802,224,224,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichloromethane,43802,225,225,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichloromethane,43802,226,226,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichloromethane,43802,227,227,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichloromethane,43802,228,228,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichloromethane,43802,229,229,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID – individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichloromethane,43802,230,230,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichloromethane,43802,231,231,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichloromethane,43802,232,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
Dichlorotetrafluoroethane,43852,176,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.028,-0.028,,3,R,Parts per billion Carbon
Ethane,43202,91,091,Intermittent,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Ethane,43202,101,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Ethane,43202,120,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Ethane,43202,122,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Ethane,43202,123,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
Ethane,43202,125,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,1,R,Parts per billion Carbon
Ethane,43202,126,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
Ethane,43202,127,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Ethane,43202,128,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
Ethane,43202,129,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Ethane,43202,135,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Ethane,43202,136,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Ethane,43202,137,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.1,,,2,R,Parts per billion Carbon
Ethane,43202,142,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,0.31806,-0.31806,,4,R,Parts per billion Carbon
Ethane,43202,146,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Ethane,43202,148,148,Intermittent,6L Pressurized Canister,Entech Precon - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Ethane,43202,149,149,Intermittent,6L Subatm Canister,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Ethane,43202,150,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Ethane,43202,152,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
Ethane,43202,174,174,Continuous,Passivated Canister,Cryogenic Preconcentration GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
